Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0007017	microtubule-based process	 	3.067E-17	3.077E-13	1.338E-14	1.310E-13	255	1071	MKKS,KIF18A,SPC25,NCKAP5,ADCY3,STARD9,KIF17,SLAIN2,KIF6,RAE1,OFD1,CAMSAP3,APBA1,BIRC5,AP3B1,AQP4,LRRC46,DNAH17,SSNA1,TMEM108,DNAH11,KIF1A,RAB11A,BBS4,BNIP2,BRCA1,BRCA2,CACNA1I,RAB29,WASF1,MAP7,PRC1,CCNB1,CCNF,SMC3,DAW1,NEURL1,CDK1,CDC20,DNAAF1,CDK5,AURKB,CENPA,CENPE,CETN1,CHEK1,SNAP29,TBC1D22A,CNP,KIF23,POC1A,TRIM58,KIF20B,GDA,GCC2,ESPL1,CEP57,KIAA0586,DLGAP5,NUF2,DNAL1,DCTN1,CABYR,SLC26A8,FBXO5,KIF19,KIF14,DLG1,DLG2,DNAH8,DYRK1A,WDPCP,KIF20A,ROPN1L,RASGRP1,LRPPRC,DYNC1LI1,CKAP2,NUSAP1,ABCC4,CENPW,TBC1D7,APC2,KATNB1,CCNO,KATNAL1,EYA1,TRDN,HOOK1,CEP78,NDC80,ATP6V1D,TACC3,CAMSAP1,DRC7,DCDC2,GTSE1,SPAG5,DYNC2LI1,DCTN6,RAB3IP,SSX2IP,HSPB11,INPP5J,TTC39C,DISC1,SDCCAG8,DRC1,SAXO1,TUBGCP4,PARD6B,SLC9B1,INSC,DCLK2,SGSM3,KIF2C,TUBA1C,KATNA1,TBC1D8,INSL6,CEP89,CHP1,CATSPERD,KIF24,HAUS8,HSP90AA1,CFAP74,INPP5B,BORCS5,CFAP221,KIFC3,KIF11,KIF25,LDHC,CCDC39,LLGL2,MAD2L1,MAK,MAP6,SPA17,SGO1,MOS,CCDC113,RACGAP1,GEN1,MYBL2,TMEM80,DRG1,NEFM,NEFH,NEFL,CCDC13,NEK1,GAS2L3,ODF2,PCM1,CCDC63,CFAP251,LRGUK,AUNIP,TAF7L,SNX10,ASPM,PKHD1,GPSM2,PLK1,DDX4,LY6K,MAPK8,MAP2K1,NDE1,BCAS3,SPDL1,CEP120,ULK4,SPAG16,PPP2R3C,TCTN1,RAB27B,WDR62,RAN,MCPH1,IFT57,DYNC2H1,KIF26B,DNAAF4,HAUS2,BBS10,CCDC88C,CFAP94,TUBAL3,BORA,MNS1,TBC1D2,TUBA3E,CLIP1,TRIM36,BBOF1,HAUS7,DZIP1,STIL,KIFAP3,CCDC88A,GALNT11,TPX2,PARVA,CEP152,CFAP44,SOD1,SORD,SPATA7,CLUAP1,CENPJ,SPAST,NEDD1,STAU1,ABRAXAS2,AURKA,AURKC,NSFL1C,TBC1D1,KHDC3L,VAMP7,HYLS1,CFAP206,KIF13B,RPGRIP1L,DYNLT1,TEKT5,DNAH7,SKA1,LRRC6,TTK,UBB,UCHL1,IQUB,EZR,CEP85,XRCC2,YWHAE,MDM1,KIF4A,SPIRE1,KIF15,ACTL8,PCDH15,DNAH10,STMND1,SLC39A12,AAAS,IFT88,AP3B2,SASS6,CCDC120,SKA3
GO: Biological Process	GO:0022403	cell cycle phase	 	3.432E-17	3.443E-13	1.435E-14	1.405E-13	60	135	RAD54L,CCNB1IP1,MEIOB,BRCA2,BRDT,CDC20,PTTG1,PIWIL1,TRIP13,CKS2,SYCP3,ESPL1,RNF212B,FBXO5,DMRT1,RAD50,ANKRD31,BRIP1,MND1,MEI4,SYCP2,STAG3,EHMT2,SPATA22,WEE2,MAEL,SYCE1,RAD21L1,SGO2,MRE11,BTBD18,MSH3,MYBL1,NFATC1,SYCE3,MOV10L1,TERB1,PLK1,DDX4,SLC2A8,RAD51,RAD51C,RAD51B,PIWIL2,RMI1,TERB2,C14orf39,CHTF18,DMRTC2,TOPAZ1,AURKA,RNF212,TEX15,TEX12,TOP2B,TTK,UBB,TDRD9,MEIKIN,M1AP
GO: Biological Process	GO:0000279	M phase	 	3.806E-17	3.818E-13	1.527E-14	1.495E-13	58	128	RAD54L,CCNB1IP1,MEIOB,BRCA2,BRDT,CDC20,PTTG1,PIWIL1,TRIP13,CKS2,SYCP3,ESPL1,RNF212B,FBXO5,DMRT1,RAD50,ANKRD31,BRIP1,MND1,MEI4,SYCP2,STAG3,EHMT2,SPATA22,WEE2,MAEL,SYCE1,RAD21L1,SGO2,MRE11,BTBD18,MSH3,MYBL1,SYCE3,MOV10L1,TERB1,PLK1,DDX4,SLC2A8,RAD51,RAD51C,RAD51B,PIWIL2,RMI1,TERB2,C14orf39,CHTF18,DMRTC2,TOPAZ1,AURKA,RNF212,TEX15,TEX12,TOP2B,UBB,TDRD9,MEIKIN,M1AP
GO: Biological Process	GO:0000819	sister chromatid segregation	 	4.405E-17	4.419E-13	1.700E-14	1.664E-13	77	201	KIF18A,ESCO1,MAD1L1,CUL3,BIRC5,RAB11A,BUB1,BUB1B,PRC1,CCNB1,SMC3,CDC20,AURKB,PTTG1,CENPE,CENPF,TRIP13,BOD1,KIF23,ANAPC15,SYCP3,NSL1,ESPL1,DLGAP5,NUF2,FBXO5,KIF14,SMC4,ESCO2,DYNC1LI1,NUSAP1,KATNB1,NDC80,TACC3,LCMT1,SLF1,SMC2,SPAG5,STAG3,SMC1B,KIF2C,HORMAD2,CIT,ZWINT,INCENP,RAD21L1,SGO2,KIF25,MAD2L1,SGO1,MOS,MRE11,RACGAP1,GEN1,DSCC1,PLK1,ANAPC4,SPDL1,PINX1,RAD51C,RAN,CDCA8,CEP55,MCMBP,DSN1,CDCA5,WAPL,CENPK,AURKC,NCAPG,RRS1,KHDC3L,NCAPH,TOP2B,TTK,MEIKIN,KIF4A
GO: Biological Process	GO:0061982	meiosis I cell cycle process	 	1.889E-16	1.895E-12	7.020E-14	6.873E-13	57	128	RAD54L,CCNB1IP1,MEIOB,BRCA2,BRDT,CDC25A,CDC25C,PTTG1,TRIP13,CKS2,SYCP3,ESPL1,RNF212B,FBXO5,DMRT1,RAD50,ANKRD31,BRIP1,MND1,MEI4,SYCP2,STAG3,EHMT2,SPATA22,WEE2,MAEL,SYCE1,RAD21L1,SGO2,MRE11,BTBD18,MSH3,MYBL1,SYCE3,MOV10L1,TERB1,PLK1,DDX4,SLC2A8,RAD51,RAD51C,RAD51B,PIWIL2,RMI1,TERB2,C14orf39,CHTF18,DMRTC2,AURKA,RNF212,TEX15,TEX12,TOP2B,UBB,TDRD9,MEIKIN,M1AP
GO: Biological Process	GO:0022414	reproductive process	 	3.294E-16	3.304E-12	1.180E-13	1.155E-12	355	1652	MKKS,NCOA3,KIF18A,ABAT,USP9X,ACR,ACVR1B,ADCY3,ADCY7,EOMES,TDRD6,AKR1B1,RAD54L,ALOX15B,ALPL,FKBP6,ZFAT,CIP2A,PIAS1,TP63,KDM1B,CCNB1IP1,CATSPERG,ZP4,DNAH11,ADAM19,MEIOB,BBS4,BIK,BNC1,BMP5,ALKBH1,BMP6,BMPR1B,PYGO2,BRCA2,BRDT,BUB1,BUB1B,EIF2S2,BYSL,CACNA1I,RNF8,CASP3,MAP7,RUNX1,MORN2,CCNB1,CCNF,SMC3,CD38,NEURL1,SOHLH1,CDK1,CDC20,CDC25A,CDC25C,DEDD,CDH1,BMP15,PTTG1,CDX2,CLGN,PIWIL1,TRIP13,CKS2,DMRT3,HECTD1,POC1A,GAL3ST1,SYCP3,SPAG6,CTCFL,TESMIN,ESPL1,CEP57,RNF212B,ADAD1,KMT2B,DAZL,NUF2,DBH,CNBD2,NSDHL,CABYR,SLC26A8,FBXO5,DIAPH2,DLD,DLG1,DMRT1,JAM3,DNMT3A,GNPDA1,BCL2L10,DSG2,DNAJB6,SMC4,E2F1,RAD50,ROPN1L,YBX2,ADGRG2,SPATA16,PLEKHA1,BSCL2,LEF1,TDRP,ANKRD31,BRIP1,ESR2,ESRRB,MND1,KATNAL1,RPL39L,THEG,NPM2,MEI4,SYCP2,HOOK1,WFDC2,TESK2,FGF9,SFMBT1,DRC7,RHBDD1,DEAF1,RTCB,CCT2,SMC2,HVCN1,NLRP14,SPINT2,MTOR,MROH2B,CCT8,HSPB11,STAG3,SMC1B,MORC1,MCM8,NR6A1,TUBGCP4,GDF9,ADAM28,B4GALT1,SLC9B1,EHMT2,SPATA22,GNAQ,TLK2,HORMAD2,TDRKH,ADRM1,CECR2,SOX30,HSF2BP,CIT,INSL6,WEE2,MAEL,MICALCL,HEXB,CATSPERD,HMGB2,HOXA10,AGFG1,HSD17B3,HSF2,SYCE1,NLRP5,PROK2,IGF2,NKD1,CCNB3,IL12B,PLB1,INPP5B,RAD21L1,ITGA4,JAG2,SGO2,KIT,LDHC,CCDC39,LHB,LLGL2,ZGLP1,LRP2,MAK,SPA17,SGO1,MKI67,MOS,MRE11,BTBD18,MSH2,MSH3,MSX2,DDX25,RNF38,GALNTL5,RACGAP1,PLD6,MYBL1,NASP,NEFH,NEK1,NEUROG1,SNU13,NKX3-1,NOBOX,NPAS1,OCA2,ODF2,OXT,PAFAH1B2,PCNA,CCDC63,PCSK5,CFAP251,REC114,SERPINF1,E2F7,SYCE3,DND1,IZUMO1R,PGM3,LRGUK,MOV10L1,TAF7L,ASPM,TERB1,PRMT7,PLK1,DDX4,SLC2A8,EQTN,PPAT,LY6K,MAP2K1,PRL,ANKRD49,LHX8,PTEN,ALKBH5,PTGS2,RAD1,ZSCAN2,TESC,SPAG16,RAD23B,RAD51,RAD51C,RAD51B,MEIG1,ASZ1,RBBP8,FANCL,PIWIL2,SUV39H2,RGS2,E2F8,TLE6,ROBO2,MNS1,EXD1,STRBP,NANOG,ERMP1,GRHL2,RMI1,TRIM36,TERB2,C14orf39,CHD7,DZIP1,ZP1,SLC8A1,CCT5,ASF1B,CHTF18,SMARCA2,DMRTC2,DMRTA1,PABPC1L,RIMS1,CFAP44,PIWIL3,SOD1,SORD,SOX15,GTSF1,WAPL,TOPAZ1,NPAS3,SRPK1,RNF114,AURKA,AURKC,DPEP3,PLCB1,TAF4B,TBP,TCP1,TCP11,RNF212,OOEP,TEX15,TEX12,RNF17,TDRD1,NCAPH,TFAP2C,TDRD7,TGM4,DDIAS,THRB,HEY2,ICA1L,TOP2B,KPNA6,LRRC6,TSNAX,TTK,UBB,UBE2A,CADM1,UMPS,OSBP2,SMURF2,XRCC2,CCDC42,ZSCAN21,FBXO43,FAM9B,FAM9C,SLC26A6,RAD18,TDRD9,MEIKIN,SPIRE1,ZP2,ZP3,CSDE1,SHCBP1L,KNL1,TDRD5,TRPC7,UBXN8,M1AP,AAAS,IFT88,SPDYA,FIGLA
GO: Biological Process	GO:0000003	reproduction	 	4.372E-16	4.386E-12	1.512E-13	1.481E-12	355	1655	MKKS,NCOA3,KIF18A,ABAT,USP9X,ACR,ACVR1B,ADCY3,ADCY7,EOMES,TDRD6,AKR1B1,RAD54L,ALOX15B,ALPL,FKBP6,ZFAT,CIP2A,PIAS1,TP63,KDM1B,CCNB1IP1,CATSPERG,ZP4,DNAH11,ADAM19,MEIOB,BBS4,BIK,BNC1,BMP5,ALKBH1,BMP6,BMPR1B,PYGO2,BRCA2,BRDT,BUB1,BUB1B,EIF2S2,BYSL,CACNA1I,RNF8,CASP3,MAP7,RUNX1,MORN2,CCNB1,CCNF,SMC3,CD38,NEURL1,SOHLH1,CDK1,CDC20,CDC25A,CDC25C,DEDD,CDH1,BMP15,PTTG1,CDX2,CLGN,PIWIL1,TRIP13,CKS2,DMRT3,HECTD1,POC1A,GAL3ST1,SYCP3,SPAG6,CTCFL,TESMIN,ESPL1,CEP57,RNF212B,ADAD1,KMT2B,DAZL,NUF2,DBH,CNBD2,NSDHL,CABYR,SLC26A8,FBXO5,DIAPH2,DLD,DLG1,DMRT1,JAM3,DNMT3A,GNPDA1,BCL2L10,DSG2,DNAJB6,SMC4,E2F1,RAD50,ROPN1L,YBX2,ADGRG2,SPATA16,PLEKHA1,BSCL2,LEF1,TDRP,ANKRD31,BRIP1,ESR2,ESRRB,MND1,KATNAL1,RPL39L,THEG,NPM2,MEI4,SYCP2,HOOK1,WFDC2,TESK2,FGF9,SFMBT1,DRC7,RHBDD1,DEAF1,RTCB,CCT2,SMC2,HVCN1,NLRP14,SPINT2,MTOR,MROH2B,CCT8,HSPB11,STAG3,SMC1B,MORC1,MCM8,NR6A1,TUBGCP4,GDF9,ADAM28,B4GALT1,SLC9B1,EHMT2,SPATA22,GNAQ,TLK2,HORMAD2,TDRKH,ADRM1,CECR2,SOX30,HSF2BP,CIT,INSL6,WEE2,MAEL,MICALCL,HEXB,CATSPERD,HMGB2,HOXA10,AGFG1,HSD17B3,HSF2,SYCE1,NLRP5,PROK2,IGF2,NKD1,CCNB3,IL12B,PLB1,INPP5B,RAD21L1,ITGA4,JAG2,SGO2,KIT,LDHC,CCDC39,LHB,LLGL2,ZGLP1,LRP2,MAK,SPA17,SGO1,MKI67,MOS,MRE11,BTBD18,MSH2,MSH3,MSX2,DDX25,RNF38,GALNTL5,RACGAP1,PLD6,MYBL1,NASP,NEFH,NEK1,NEUROG1,SNU13,NKX3-1,NOBOX,NPAS1,OCA2,ODF2,OXT,PAFAH1B2,PCNA,CCDC63,PCSK5,CFAP251,REC114,SERPINF1,E2F7,SYCE3,DND1,IZUMO1R,PGM3,LRGUK,MOV10L1,TAF7L,ASPM,TERB1,PRMT7,PLK1,DDX4,SLC2A8,EQTN,PPAT,LY6K,MAP2K1,PRL,ANKRD49,LHX8,PTEN,ALKBH5,PTGS2,RAD1,ZSCAN2,TESC,SPAG16,RAD23B,RAD51,RAD51C,RAD51B,MEIG1,ASZ1,RBBP8,FANCL,PIWIL2,SUV39H2,RGS2,E2F8,TLE6,ROBO2,MNS1,EXD1,STRBP,NANOG,ERMP1,GRHL2,RMI1,TRIM36,TERB2,C14orf39,CHD7,DZIP1,ZP1,SLC8A1,CCT5,ASF1B,CHTF18,SMARCA2,DMRTC2,DMRTA1,PABPC1L,RIMS1,CFAP44,PIWIL3,SOD1,SORD,SOX15,GTSF1,WAPL,TOPAZ1,NPAS3,SRPK1,RNF114,AURKA,AURKC,DPEP3,PLCB1,TAF4B,TBP,TCP1,TCP11,RNF212,OOEP,TEX15,TEX12,RNF17,TDRD1,NCAPH,TFAP2C,TDRD7,TGM4,DDIAS,THRB,HEY2,ICA1L,TOP2B,KPNA6,LRRC6,TSNAX,TTK,UBB,UBE2A,CADM1,UMPS,OSBP2,SMURF2,XRCC2,CCDC42,ZSCAN21,FBXO43,FAM9B,FAM9C,SLC26A6,RAD18,TDRD9,MEIKIN,SPIRE1,ZP2,ZP3,CSDE1,SHCBP1L,KNL1,TDRD5,TRPC7,UBXN8,M1AP,AAAS,IFT88,SPDYA,FIGLA
GO: Biological Process	GO:0051326	telophase	 	5.088E-16	5.104E-12	1.595E-13	1.562E-12	55	123	RAD54L,CCNB1IP1,MEIOB,BRCA2,BRDT,PTTG1,TRIP13,CKS2,SYCP3,ESPL1,RNF212B,FBXO5,DMRT1,RAD50,ANKRD31,BRIP1,MND1,MEI4,SYCP2,STAG3,EHMT2,SPATA22,WEE2,MAEL,SYCE1,RAD21L1,SGO2,MRE11,BTBD18,MSH3,MYBL1,SYCE3,MOV10L1,TERB1,PLK1,DDX4,SLC2A8,RAD51,RAD51C,RAD51B,PIWIL2,RMI1,TERB2,C14orf39,CHTF18,DMRTC2,AURKA,RNF212,TEX15,TEX12,TOP2B,UBB,TDRD9,MEIKIN,M1AP
GO: Biological Process	GO:0007134	meiotic telophase I	 	5.088E-16	5.104E-12	1.595E-13	1.562E-12	55	123	RAD54L,CCNB1IP1,MEIOB,BRCA2,BRDT,PTTG1,TRIP13,CKS2,SYCP3,ESPL1,RNF212B,FBXO5,DMRT1,RAD50,ANKRD31,BRIP1,MND1,MEI4,SYCP2,STAG3,EHMT2,SPATA22,WEE2,MAEL,SYCE1,RAD21L1,SGO2,MRE11,BTBD18,MSH3,MYBL1,SYCE3,MOV10L1,TERB1,PLK1,DDX4,SLC2A8,RAD51,RAD51C,RAD51B,PIWIL2,RMI1,TERB2,C14orf39,CHTF18,DMRTC2,AURKA,RNF212,TEX15,TEX12,TOP2B,UBB,TDRD9,MEIKIN,M1AP
GO: Biological Process	GO:0007127	meiosis I	 	5.088E-16	5.104E-12	1.595E-13	1.562E-12	55	123	RAD54L,CCNB1IP1,MEIOB,BRCA2,BRDT,PTTG1,TRIP13,CKS2,SYCP3,ESPL1,RNF212B,FBXO5,DMRT1,RAD50,ANKRD31,BRIP1,MND1,MEI4,SYCP2,STAG3,EHMT2,SPATA22,WEE2,MAEL,SYCE1,RAD21L1,SGO2,MRE11,BTBD18,MSH3,MYBL1,SYCE3,MOV10L1,TERB1,PLK1,DDX4,SLC2A8,RAD51,RAD51C,RAD51B,PIWIL2,RMI1,TERB2,C14orf39,CHTF18,DMRTC2,AURKA,RNF212,TEX15,TEX12,TOP2B,UBB,TDRD9,MEIKIN,M1AP
GO: Biological Process	GO:0051640	organelle localization	 	6.034E-16	6.053E-12	1.834E-13	1.796E-12	227	944	MKKS,KIF18A,ADORA2B,MAD1L1,KIF17,CUL3,OFD1,BIRC5,PPFIA3,AP3B1,SHROOM2,GRAMD2A,LRRC46,SSNA1,VAMP8,SNX4,GBF1,KIF1A,RAB11A,BBS4,BRCA2,SYNJ1,SYNJ2,RAB29,WASF1,CCNB1,DAW1,NEURL1,CDK1,DNAAF1,CDH3,CDK5,CENPA,CENPE,CENPF,RAB3C,SNAP29,BOD1,SLC9A3R1,NRXN1,TBC1D22A,NTN1,STX8,KIF23,POC1A,TRIM58,GOSR1,MYRIP,SEC22B,FAM98A,ESPL1,CEP57,KIAA0586,DLGAP5,NUF2,DNAL1,DCTN1,GAB2,MAGI2,SNAP91,ARFGAP3,MFN2,KIF14,DLG1,DMD,DNAH8,TRAPPC9,DNM1L,WDPCP,PREB,ESYT3,RASGRP1,LRPPRC,TRAPPC12,STX6,NUSAP1,ABCC4,BET1,TBC1D7,KATNB1,CCNO,EYA1,TFG,MS4A2,CEP78,NDC80,ATP6V1D,TACC3,VTI1B,DCDC2,SPAG5,DYNC2LI1,RAB3IP,SSX2IP,HSPB11,TTC39C,DISC1,SDCCAG8,DRC1,SAXO1,RAB10,INSC,SGSM3,KIF2C,PCLO,TBC1D8,CEP89,PDCD10,HHEX,KIF24,HAUS8,HSP90AA1,CFAP74,IL13,RAD21L1,ITGA4,BORCS5,CFAP221,KIT,KIF25,CCDC39,LLGL2,MAD2L1,MAK,MAP6,MOS,CCDC113,MTM1,MYH10,MYO7A,TMEM80,NEFH,NEFL,CCDC13,NEK1,NSF,NUP88,ODF2,PCM1,CCDC63,LRGUK,SNX10,ASPM,PKHD1,TERB1,GPSM2,PLK1,EXOC6,MAP2K1,PSEN1,NDE1,PTEN,SPDL1,CEP120,PINX1,ULK4,SPAG16,RAB3B,RAB27A,TCTN1,RAB27B,RAN,MCPH1,IFT57,DYNC2H1,DNAAF4,HAUS2,CDCA8,BBS10,CEP55,CENPQ,UNC13C,MNS1,TBC1D2,PLIN5,TERB2,SEC13,BBOF1,HAUS7,ATG14,DZIP1,STIL,CCDC141,KIFAP3,CCDC88A,GALNT11,SLIT1,PARVA,PABPC1L,CEP152,RIMS1,CFAP44,CDCA5,CLUAP1,CENPJ,SPAST,NEDD1,AURKA,STX5,STXBP3,NSFL1C,RRS1,TBC1D1,VAMP7,SYK,HYLS1,CFAP206,SCFD1,RPGRIP1L,DYNLT1,TEKT5,DNAH7,LRRC6,UBB,UCHL1,IQUB,EZR,YWHAE,RAB15,NDRG4,SPIRE1,ACTL8,PCDH15,FAM83D,C12orf4,IFT88,AP3B2
GO: Biological Process	GO:0044770	cell cycle phase transition	 	8.231E-16	8.257E-12	2.429E-13	2.378E-12	174	668	ACVR1B,CDC45,MTA3,MAD1L1,CUL4A,CUL3,CUL1,TICRR,OFD1,BIRC5,TRIM71,PIAS1,CNOT6L,TP63,SSNA1,CRADD,RAB11A,BID,BRCA1,NAE1,BUB1,BUB1B,TIMELESS,BTRC,CCNA2,CCNB1,CCNF,CCNH,CCNB2,CDK1,CDC20,CDC25A,CDC25C,CDK3,AURKB,CDK7,CDKN2B,CDKN3,CENPE,CENPF,CHEK1,TRIP13,CKS1B,CKS2,ANAPC15,SYF2,ESPL1,CEP57,KNTC1,DLGAP5,DCTN1,MELK,PSMD6,FBXO5,KIF14,RBX1,E2F1,GMNN,DYNC1LI1,ERCC2,ESRRB,CCNO,NPM2,CEP78,NDC80,ABRAXAS1,TACC3,ANAPC7,LCMT1,TRIAP1,GTSE1,DTL,MCM8,SDCCAG8,DBF4,CIT,GSPT1,ZFYVE19,LSM10,HMMR,HAUS8,RINT1,LSM11,HSP90AA1,CCNB3,LMNB1,MAD2L1,CACUL1,MCM2,MCM3,MCM4,MCM5,MCM7,MDM2,MOS,MRE11,BRD7,GEN1,MYB,NASP,NEUROG1,NFATC1,NPAT,ODF2,ORC1,ORC4,ORC5,PCM1,PCNA,E2F7,ABCB1,ANLN,PLK1,IQGAP3,ANAPC4,CCNJ,PPAT,PPP2R2A,PRIM1,PRIM2,PRKCQ,NDE1,PSMA5,PSMA6,PSMA7,PSMB2,PSMB7,PSMD11,PAGR1,PTEN,SPDL1,TIPIN,PINX1,RAD51C,RAD51B,RBBP8,HAUS2,E2F8,RPA2,BORA,CCNI2,ATAD5,RRM2,HAUS7,CNOT11,SKP1,SKP2,TPX2,CEP152,CLSPN,CNOT1,CDCA5,MYO16,CENPJ,SPAST,TOPAZ1,PHF8,NEDD1,RCC2,AURKA,KHDC3L,PLCB1,ORC6,ORC3,TTK,TYMS,UBE2E1,UBE2L3,POLE4,YWHAE,FAM83D,SLBP,CUL5,SPDYA
GO: Biological Process	GO:0044772	mitotic cell cycle phase transition	 	1.774E-15	1.779E-11	5.084E-13	4.977E-12	164	622	ACVR1B,CDC45,MTA3,MAD1L1,CUL4A,CUL3,CUL1,TICRR,OFD1,BIRC5,TRIM71,PIAS1,CNOT6L,SSNA1,CRADD,RAB11A,BID,BRCA1,NAE1,BUB1,BUB1B,BTRC,CCNA2,CCNB1,CCNF,CCNH,CCNB2,CDK1,CDC20,CDC25A,CDC25C,CDK3,AURKB,CDK7,CDKN2B,CDKN3,CENPE,CENPF,CHEK1,TRIP13,CKS1B,CKS2,ANAPC15,SYF2,ESPL1,CEP57,KNTC1,DLGAP5,DCTN1,MELK,PSMD6,FBXO5,KIF14,RBX1,E2F1,GMNN,DYNC1LI1,ERCC2,ESRRB,CCNO,NPM2,CEP78,NDC80,TACC3,ANAPC7,LCMT1,TRIAP1,GTSE1,DTL,MCM8,SDCCAG8,DBF4,CIT,GSPT1,ZFYVE19,LSM10,HMMR,HAUS8,RINT1,LSM11,HSP90AA1,CCNB3,LMNB1,MAD2L1,CACUL1,MCM2,MCM3,MCM4,MCM5,MCM7,MDM2,MRE11,BRD7,GEN1,MYB,NASP,NEUROG1,NFATC1,NPAT,ODF2,ORC1,ORC4,ORC5,PCM1,PCNA,E2F7,ABCB1,ANLN,PLK1,IQGAP3,ANAPC4,CCNJ,PPAT,PPP2R2A,PRIM1,PRIM2,PRKCQ,NDE1,PSMA5,PSMA6,PSMA7,PSMB2,PSMB7,PSMD11,PTEN,SPDL1,PINX1,RAD51C,RAD51B,RBBP8,HAUS2,E2F8,RPA2,BORA,CCNI2,ATAD5,RRM2,HAUS7,CNOT11,SKP1,SKP2,TPX2,CEP152,CLSPN,CNOT1,CDCA5,MYO16,CENPJ,SPAST,PHF8,NEDD1,RCC2,AURKA,KHDC3L,PLCB1,ORC6,ORC3,TTK,TYMS,UBE2E1,POLE4,YWHAE,CUL5,SPDYA
GO: Biological Process	GO:0000226	microtubule cytoskeleton organization	 	1.873E-15	1.879E-11	5.218E-13	5.109E-12	207	846	MKKS,KIF18A,SPC25,NCKAP5,STARD9,KIF17,SLAIN2,RAE1,OFD1,CAMSAP3,BIRC5,LRRC46,SSNA1,RAB11A,BBS4,BNIP2,BRCA1,BRCA2,RAB29,MAP7,PRC1,CCNB1,CCNF,SMC3,DAW1,NEURL1,CDK1,CDC20,DNAAF1,CDK5,AURKB,CENPA,CENPE,CETN1,CHEK1,SNAP29,TBC1D22A,CNP,KIF23,POC1A,GDA,GCC2,ESPL1,CEP57,KIAA0586,NUF2,DNAL1,DCTN1,FBXO5,KIF19,KIF14,DLG1,DNAH8,DYRK1A,WDPCP,KIF20A,DYNC1LI1,CKAP2,NUSAP1,ABCC4,CENPW,TBC1D7,APC2,KATNB1,CCNO,KATNAL1,EYA1,TRDN,HOOK1,CEP78,NDC80,ATP6V1D,TACC3,CAMSAP1,DCDC2,SPAG5,DYNC2LI1,DCTN6,RAB3IP,SSX2IP,HSPB11,INPP5J,TTC39C,DISC1,SDCCAG8,DRC1,SAXO1,TUBGCP4,PARD6B,INSC,DCLK2,SGSM3,KIF2C,TUBA1C,KATNA1,TBC1D8,CEP89,CHP1,KIF24,HAUS8,HSP90AA1,CFAP74,CFAP221,KIF11,KIF25,CCDC39,LLGL2,MAD2L1,MAK,MAP6,SGO1,MOS,CCDC113,RACGAP1,GEN1,MYBL2,TMEM80,DRG1,NEFM,NEFH,NEFL,CCDC13,NEK1,GAS2L3,ODF2,PCM1,CCDC63,LRGUK,AUNIP,SNX10,ASPM,PKHD1,GPSM2,PLK1,MAPK8,NDE1,BCAS3,SPDL1,CEP120,ULK4,SPAG16,PPP2R3C,TCTN1,WDR62,RAN,MCPH1,IFT57,DYNC2H1,DNAAF4,HAUS2,BBS10,CCDC88C,TUBAL3,BORA,MNS1,TBC1D2,TUBA3E,CLIP1,TRIM36,BBOF1,HAUS7,DZIP1,STIL,KIFAP3,CCDC88A,GALNT11,TPX2,PARVA,CEP152,CFAP44,SPATA7,CLUAP1,CENPJ,SPAST,NEDD1,ABRAXAS2,AURKA,AURKC,NSFL1C,TBC1D1,KHDC3L,HYLS1,CFAP206,RPGRIP1L,DYNLT1,TEKT5,DNAH7,SKA1,LRRC6,TTK,IQUB,EZR,CEP85,XRCC2,YWHAE,MDM1,KIF4A,SPIRE1,ACTL8,PCDH15,STMND1,SLC39A12,AAAS,IFT88,SASS6,CCDC120,SKA3
